order_id,customer_name,region,category,sales,quantity,order_date
34,Customer_170,North,Toys,377.34,8,2025-01-02 09:00:00
35,Customer_188,South,Books,109.85,4,2025-01-02 10:00:00
36,Customer_271,North,Home,72.17,1,2025-01-02 11:00:00
37,Customer_190,West,Home,78.7,4,2025-01-02 12:00:00
38,Customer_175,East,Toys,249.39,9,2025-01-02 13:00:00
39,Customer_51,North,Books,339.41,2,2025-01-02 14:00:00
40,Customer_364,West,Books,40.08,3,2025-01-02 15:00:00
41,Customer_55,North,Books,92.71,8,2025-01-02 16:00:00
42,Customer_244,East,Clothing,464.44,6,2025-01-02 17:00:00
43,Customer_320,West,Home,328.7,8,2025-01-02 18:00:00
44,Customer_131,East,Books,838.06,7,2025-01-02 19:00:00
45,Customer_307,East,Books,280.69,5,2025-01-02 20:00:00
46,Customer_135,West,Clothing,99.91,9,2025-01-02 21:00:00
47,Customer_21,West,Clothing,178.63,4,2025-01-02 22:00:00
48,Customer_329,West,Books,216.36,6,2025-01-02 23:00:00
49,Customer_167,South,Electronics,16.34,2,2025-01-03 00:00:00
50,Customer_274,West,Books,157.27,2,2025-01-03 01:00:00
51,Customer_388,West,Books,247.11,2,2025-01-03 02:00:00
52,Customer_89,West,Clothing,36.62,7,2025-01-03 03:00:00
53,Customer_316,West,Clothing,303.4,2,2025-01-03 04:00:00
54,Customer_14,North,Books,175.3,2,2025-01-03 05:00:00
55,Customer_242,South,Books,608.24,9,2025-01-03 06:00:00
56,Customer_265,East,Books,8.67,7,2025-01-03 07:00:00
57,Customer_346,West,Clothing,61.67,3,2025-01-03 08:00:00
58,Customer_53,North,Books,184.04,3,2025-01-03 09:00:00
59,Customer_386,North,Books,70.35,7,2025-01-03 10:00:00
60,Customer_340,North,Toys,250.65,5,2025-01-03 11:00:00
61,Customer_92,East,Electronics,284.6,6,2025-01-03 12:00:00
62,Customer_367,West,Home,21.63,8,2025-01-03 13:00:00
63,Customer_264,South,Electronics,144.25,9,2025-01-03 14:00:00
64,Customer_35,South,Toys,142.22,1,2025-01-03 15:00:00
65,Customer_206,North,Home,92.18,3,2025-01-03 16:00:00
66,Customer_81,East,Books,540.39,7,2025-01-03 17:00:00
67,Customer_50,East,Toys,351.48,6,2025-01-03 18:00:00
68,Customer_360,East,Books,238.94,7,2025-01-03 19:00:00
69,Customer_388,South,Clothing,250.58,8,2025-01-03 20:00:00
70,Customer_2,North,Toys,123.87,6,2025-01-03 21:00:00
71,Customer_390,West,Clothing,507.65,3,2025-01-03 22:00:00
72,Customer_54,South,Toys,237.22,2,2025-01-03 23:00:00
73,Customer_106,North,Toys,261.11,7,2025-01-04 00:00:00
74,Customer_260,North,Clothing,395.65,1,2025-01-04 01:00:00
75,Customer_310,West,Home,64.06,3,2025-01-04 02:00:00
76,Customer_191,West,Electronics,329.09,4,2025-01-04 03:00:00
77,Customer_218,West,Books,43.44,1,2025-01-04 04:00:00
78,Customer_44,East,Toys,84.73,5,2025-01-04 05:00:00
79,Customer_162,West,Books,81.78,3,2025-01-04 06:00:00
80,Customer_202,North,Clothing,768.18,2,2025-01-04 07:00:00
81,Customer_270,West,Books,388.34,3,2025-01-04 08:00:00
82,Customer_351,North,Clothing,241.58,8,2025-01-04 09:00:00
83,Customer_304,South,Books,259.7,6,2025-01-04 10:00:00
84,Customer_271,East,Electronics,165.14,7,2025-01-04 11:00:00
85,Customer_215,South,Electronics,587.84,6,2025-01-04 12:00:00
86,Customer_252,South,Electronics,137.14,6,2025-01-04 13:00:00
87,Customer_190,North,Electronics,95.77,3,2025-01-04 14:00:00
88,Customer_296,South,Electronics,35.59,8,2025-01-04 15:00:00
89,Customer_213,North,Electronics,308.55,7,2025-01-04 16:00:00
90,Customer_208,West,Clothing,265.19,7,2025-01-04 17:00:00
91,Customer_237,West,Toys,97.02,6,2025-01-04 18:00:00
92,Customer_338,North,Books,5.1,5,2025-01-04 19:00:00
93,Customer_367,West,Electronics,365.27,8,2025-01-04 20:00:00
94,Customer_53,East,Clothing,2.3,5,2025-01-04 21:00:00
95,Customer_280,South,Clothing,243.28,9,2025-01-04 22:00:00
96,Customer_217,East,Clothing,703.03,9,2025-01-04 23:00:00
97,Customer_252,South,Toys,115.13,1,2025-01-05 00:00:00
98,Customer_188,West,Books,53.57,6,2025-01-05 01:00:00
99,Customer_380,East,Toys,244.07,7,2025-01-05 02:00:00
100,Customer_41,West,Home,339.79,3,2025-01-05 03:00:00
101,Customer_157,South,Clothing,158.12,7,2025-01-05 04:00:00
102,Customer_15,North,Home,682.46,7,2025-01-05 05:00:00
103,Customer_301,North,Electronics,10.61,2,2025-01-05 06:00:00
104,Customer_65,East,Electronics,140.56,7,2025-01-05 07:00:00
105,Customer_345,West,Toys,253.49,1,2025-01-05 08:00:00
106,Customer_327,West,Books,397.03,5,2025-01-05 09:00:00
107,Customer_9,East,Home,39.51,9,2025-01-05 10:00:00
108,Customer_344,North,Books,321.89,7,2025-01-05 11:00:00
109,Customer_129,South,Toys,160.91,7,2025-01-05 12:00:00
110,Customer_136,East,Electronics,101.02,2,2025-01-05 13:00:00
111,Customer_63,South,Books,28.25,8,2025-01-05 14:00:00
112,Customer_139,North,Books,400.93,3,2025-01-05 15:00:00
113,Customer_81,West,Electronics,34.22,8,2025-01-05 16:00:00
114,Customer_392,North,Home,74.15,3,2025-01-05 17:00:00
115,Customer_163,East,Electronics,68.51,7,2025-01-05 18:00:00
116,Customer_289,West,Books,410.23,2,2025-01-05 19:00:00
117,Customer_379,East,Home,223.38,4,2025-01-05 20:00:00
118,Customer_261,East,Home,318.6,6,2025-01-05 21:00:00
119,Customer_231,North,Electronics,57.66,9,2025-01-05 22:00:00
120,Customer_41,East,Books,196.1,5,2025-01-05 23:00:00
121,Customer_28,North,Toys,169.61,9,2025-01-06 00:00:00
122,Customer_135,West,Books,357.75,5,2025-01-06 01:00:00
123,Customer_201,North,Clothing,473.08,8,2025-01-06 02:00:00
124,Customer_328,West,Toys,2.45,1,2025-01-06 03:00:00
125,Customer_268,North,Home,224.18,7,2025-01-06 04:00:00
126,Customer_33,South,Toys,10.65,4,2025-01-06 05:00:00
127,Customer_48,South,Home,159.19,5,2025-01-06 06:00:00
128,Customer_62,East,Home,67.83,6,2025-01-06 07:00:00
129,Customer_216,North,Toys,73.28,5,2025-01-06 08:00:00
130,Customer_293,North,Home,87.07,1,2025-01-06 09:00:00
131,Customer_99,West,Home,194.2,9,2025-01-06 10:00:00
132,Customer_172,East,Clothing,81.31,2,2025-01-06 11:00:00
133,Customer_360,North,Books,263.88,9,2025-01-06 12:00:00
134,Customer_214,East,Books,103.68,2,2025-01-06 13:00:00
135,Customer_35,South,Clothing,14.16,9,2025-01-06 14:00:00
136,Customer_227,North,Toys,306.27,6,2025-01-06 15:00:00
137,Customer_101,North,Electronics,67.31,9,2025-01-06 16:00:00
138,Customer_131,East,Electronics,113.4,6,2025-01-06 17:00:00
139,Customer_257,North,Electronics,231.32,6,2025-01-06 18:00:00
140,Customer_5,East,Clothing,80.83,2,2025-01-06 19:00:00
141,Customer_218,North,Clothing,11.65,8,2025-01-06 20:00:00
142,Customer_255,West,Home,93.66,3,2025-01-06 21:00:00
143,Customer_398,East,Electronics,578.09,7,2025-01-06 22:00:00
144,Customer_359,North,Toys,205.3,5,2025-01-06 23:00:00
145,Customer_283,South,Toys,222.63,3,2025-01-07 00:00:00
146,Customer_393,North,Electronics,200.09,1,2025-01-07 01:00:00
147,Customer_207,South,Electronics,44.38,8,2025-01-07 02:00:00
148,Customer_15,South,Electronics,108.37,3,2025-01-07 03:00:00
149,Customer_346,West,Clothing,278.01,2,2025-01-07 04:00:00
150,Customer_42,East,Clothing,21.38,1,2025-01-07 05:00:00
151,Customer_380,North,Clothing,65.11,4,2025-01-07 06:00:00
152,Customer_179,West,Books,64.68,8,2025-01-07 07:00:00
153,Customer_63,North,Toys,113.13,3,2025-01-07 08:00:00
154,Customer_352,South,Toys,786.13,1,2025-01-07 09:00:00
155,Customer_231,East,Home,13.98,4,2025-01-07 10:00:00
156,Customer_241,North,Clothing,146.25,9,2025-01-07 11:00:00
157,Customer_52,North,Books,39.54,1,2025-01-07 12:00:00
158,Customer_96,South,Books,705.87,2,2025-01-07 13:00:00
159,Customer_388,North,Toys,24.05,9,2025-01-07 14:00:00
160,Customer_222,North,Clothing,103.37,2,2025-01-07 15:00:00
161,Customer_231,South,Home,267.79,3,2025-01-07 16:00:00
162,Customer_237,West,Clothing,243.85,7,2025-01-07 17:00:00
163,Customer_143,South,Electronics,109.89,3,2025-01-07 18:00:00
164,Customer_171,West,Clothing,85.09,9,2025-01-07 19:00:00
165,Customer_29,East,Electronics,101.37,6,2025-01-07 20:00:00
166,Customer_36,West,Electronics,61.38,3,2025-01-07 21:00:00
167,Customer_13,West,Home,45.97,9,2025-01-07 22:00:00
168,Customer_160,East,Toys,131.96,1,2025-01-07 23:00:00
169,Customer_327,West,Clothing,62.54,3,2025-01-08 00:00:00
170,Customer_187,South,Electronics,67.78,1,2025-01-08 01:00:00
171,Customer_243,West,Clothing,213.86,2,2025-01-08 02:00:00
172,Customer_86,East,Toys,691.79,8,2025-01-08 03:00:00
173,Customer_284,South,Toys,185.09,7,2025-01-08 04:00:00
174,Customer_66,East,Books,16.02,2,2025-01-08 05:00:00
175,Customer_170,East,Toys,15.72,2,2025-01-08 06:00:00
176,Customer_45,North,Home,604.92,9,2025-01-08 07:00:00
177,Customer_62,North,Electronics,70.56,6,2025-01-08 08:00:00
178,Customer_134,East,Books,19.32,5,2025-01-08 09:00:00
179,Customer_284,East,Home,182.78,6,2025-01-08 10:00:00
180,Customer_28,East,Clothing,195.45,9,2025-01-08 11:00:00
181,Customer_108,North,Electronics,209.11,7,2025-01-08 12:00:00
182,Customer_44,North,Toys,62.23,9,2025-01-08 13:00:00
183,Customer_340,West,Electronics,3.05,4,2025-01-08 14:00:00
184,Customer_286,West,Clothing,670.57,2,2025-01-08 15:00:00
185,Customer_331,East,Books,57.77,8,2025-01-08 16:00:00
186,Customer_128,South,Books,225.42,4,2025-01-08 17:00:00
187,Customer_348,South,Books,245.26,9,2025-01-08 18:00:00
188,Customer_231,North,Toys,188.33,4,2025-01-08 19:00:00
189,Customer_190,North,Home,75.06,8,2025-01-08 20:00:00
190,Customer_225,North,Home,63.24,9,2025-01-08 21:00:00
191,Customer_385,East,Electronics,182.1,9,2025-01-08 22:00:00
192,Customer_377,South,Toys,402.13,4,2025-01-08 23:00:00
193,Customer_283,West,Books,586.49,1,2025-01-09 00:00:00
194,Customer_121,East,Books,22.39,3,2025-01-09 01:00:00
195,Customer_116,West,Clothing,33.64,9,2025-01-09 02:00:00
196,Customer_233,West,Clothing,579.13,4,2025-01-09 03:00:00
197,Customer_259,East,Books,266.77,5,2025-01-09 04:00:00
198,Customer_359,West,Books,429.11,7,2025-01-09 05:00:00
199,Customer_198,South,Toys,45.29,5,2025-01-09 06:00:00
200,Customer_137,West,Home,177.15,4,2025-01-09 07:00:00
201,Customer_318,South,Clothing,241.56,2,2025-01-09 08:00:00
202,Customer_165,South,Home,227.96,2,2025-01-09 09:00:00
203,Customer_225,South,Toys,104.9,4,2025-01-09 10:00:00
204,Customer_307,North,Books,3.1,9,2025-01-09 11:00:00
205,Customer_234,West,Home,174.9,8,2025-01-09 12:00:00
206,Customer_172,East,Books,58.37,3,2025-01-09 13:00:00
207,Customer_152,East,Books,119.66,9,2025-01-09 14:00:00
208,Customer_315,West,Electronics,632.03,5,2025-01-09 15:00:00
209,Customer_374,North,Home,101.84,3,2025-01-09 16:00:00
210,Customer_160,North,Home,366.27,5,2025-01-09 17:00:00
211,Customer_96,South,Books,41.78,4,2025-01-09 18:00:00
212,Customer_233,West,Toys,223.23,8,2025-01-09 19:00:00
213,Customer_180,West,Electronics,754.51,5,2025-01-09 20:00:00
214,Customer_113,East,Books,21.49,8,2025-01-09 21:00:00
215,Customer_318,West,Clothing,1.67,9,2025-01-09 22:00:00
216,Customer_52,North,Clothing,113.68,4,2025-01-09 23:00:00
217,Customer_268,West,Electronics,19.44,7,2025-01-10 00:00:00
218,Customer_295,East,Toys,275.97,2,2025-01-10 01:00:00
219,Customer_386,South,Books,491.96,6,2025-01-10 02:00:00
220,Customer_387,East,Home,113.84,8,2025-01-10 03:00:00
221,Customer_113,East,Electronics,59.87,7,2025-01-10 04:00:00
222,Customer_101,South,Toys,113.97,7,2025-01-10 05:00:00
223,Customer_113,East,Home,257.07,8,2025-01-10 06:00:00
224,Customer_81,East,Clothing,1.82,7,2025-01-10 07:00:00
225,Customer_187,West,Clothing,178.05,5,2025-01-10 08:00:00
226,Customer_113,West,Home,190.02,7,2025-01-10 09:00:00
227,Customer_2,South,Electronics,203.05,3,2025-01-10 10:00:00
228,Customer_130,West,Clothing,55.42,5,2025-01-10 11:00:00
229,Customer_220,West,Books,250.39,7,2025-01-10 12:00:00
230,Customer_54,East,Home,19.17,9,2025-01-10 13:00:00
231,Customer_343,North,Home,44.45,2,2025-01-10 14:00:00
232,Customer_224,West,Clothing,419.88,4,2025-01-10 15:00:00
233,Customer_225,North,Electronics,268.43,7,2025-01-10 16:00:00
234,Customer_385,West,Books,2.77,1,2025-01-10 17:00:00
235,Customer_126,West,Electronics,57.1,2,2025-01-10 18:00:00
236,Customer_130,South,Toys,48.26,9,2025-01-10 19:00:00
237,Customer_53,South,Toys,63.16,7,2025-01-10 20:00:00
238,Customer_172,South,Clothing,56.89,7,2025-01-10 21:00:00
239,Customer_218,North,Clothing,12.91,6,2025-01-10 22:00:00
240,Customer_160,East,Clothing,122.85,3,2025-01-10 23:00:00
241,Customer_198,West,Toys,263.9,3,2025-01-11 00:00:00
242,Customer_247,West,Electronics,186.65,2,2025-01-11 01:00:00
243,Customer_324,West,Electronics,223.48,6,2025-01-11 02:00:00
244,Customer_203,North,Clothing,16.93,4,2025-01-11 03:00:00
245,Customer_184,South,Books,605.2,5,2025-01-11 04:00:00
246,Customer_123,East,Electronics,364.64,3,2025-01-11 05:00:00
247,Customer_255,North,Toys,327.04,6,2025-01-11 06:00:00
248,Customer_294,South,Home,346.3,3,2025-01-11 07:00:00
249,Customer_280,North,Home,539.75,8,2025-01-11 08:00:00
250,Customer_325,East,Home,157.16,9,2025-01-11 09:00:00
251,Customer_372,South,Books,44.7,4,2025-01-11 10:00:00
252,Customer_98,North,Clothing,191.83,9,2025-01-11 11:00:00
253,Customer_198,East,Toys,271.64,7,2025-01-11 12:00:00
254,Customer_395,West,Books,267.82,3,2025-01-11 13:00:00
255,Customer_240,East,Toys,147.4,7,2025-01-11 14:00:00
256,Customer_144,West,Toys,14.18,1,2025-01-11 15:00:00
257,Customer_97,North,Clothing,92.76,3,2025-01-11 16:00:00
258,Customer_201,South,Home,507.07,6,2025-01-11 17:00:00
259,Customer_124,South,Clothing,175.63,4,2025-01-11 18:00:00
260,Customer_187,North,Books,154.58,7,2025-01-11 19:00:00
261,Customer_326,South,Books,62.63,3,2025-01-11 20:00:00
262,Customer_349,South,Books,91.92,1,2025-01-11 21:00:00
263,Customer_259,West,Clothing,451.42,9,2025-01-11 22:00:00
264,Customer_148,North,Toys,219.6,6,2025-01-11 23:00:00
265,Customer_252,East,Toys,309.66,8,2025-01-12 00:00:00
266,Customer_346,West,Electronics,121.15,3,2025-01-12 01:00:00
267,Customer_147,North,Books,198.98,8,2025-01-12 02:00:00
268,Customer_148,West,Toys,57.11,2,2025-01-12 03:00:00
269,Customer_352,East,Electronics,244.47,4,2025-01-12 04:00:00
270,Customer_199,East,Toys,111.58,3,2025-01-12 05:00:00
271,Customer_308,North,Books,116.87,1,2025-01-12 06:00:00
272,Customer_128,East,Home,209.58,7,2025-01-12 07:00:00
273,Customer_39,West,Books,550.65,2,2025-01-12 08:00:00
274,Customer_338,East,Clothing,13.23,4,2025-01-12 09:00:00
275,Customer_360,West,Toys,348.3,9,2025-01-12 10:00:00
276,Customer_129,West,Toys,69.17,6,2025-01-12 11:00:00
277,Customer_267,East,Clothing,117.37,8,2025-01-12 12:00:00
278,Customer_151,North,Clothing,4.43,2,2025-01-12 13:00:00
279,Customer_298,South,Home,71.63,7,2025-01-12 14:00:00
280,Customer_99,East,Toys,139.68,6,2025-01-12 15:00:00
281,Customer_263,West,Toys,11.56,9,2025-01-12 16:00:00
282,Customer_252,West,Home,135.1,7,2025-01-12 17:00:00
283,Customer_144,East,Electronics,523.76,1,2025-01-12 18:00:00
284,Customer_346,North,Home,22.27,8,2025-01-12 19:00:00
285,Customer_112,North,Books,289.16,3,2025-01-12 20:00:00
286,Customer_60,West,Toys,105.42,2,2025-01-12 21:00:00
287,Customer_369,West,Clothing,212.94,3,2025-01-12 22:00:00
288,Customer_2,North,Books,60.28,6,2025-01-12 23:00:00
289,Customer_385,South,Toys,34.75,3,2025-01-13 00:00:00
290,Customer_304,East,Home,34.98,5,2025-01-13 01:00:00
291,Customer_254,West,Books,14.62,6,2025-01-13 02:00:00
292,Customer_140,West,Toys,41.07,8,2025-01-13 03:00:00
293,Customer_37,North,Electronics,218.26,7,2025-01-13 04:00:00
294,Customer_160,East,Electronics,426.89,8,2025-01-13 05:00:00
295,Customer_9,North,Clothing,336.54,3,2025-01-13 06:00:00
296,Customer_233,East,Toys,231.12,4,2025-01-13 07:00:00
297,Customer_99,East,Electronics,23.4,6,2025-01-13 08:00:00
298,Customer_147,East,Home,68.27,7,2025-01-13 09:00:00
299,Customer_304,West,Toys,74.16,9,2025-01-13 10:00:00
300,Customer_208,South,Home,57.52,1,2025-01-13 11:00:00
301,Customer_131,North,Home,144.72,8,2025-01-13 12:00:00
302,Customer_152,South,Electronics,153.38,8,2025-01-13 13:00:00
303,Customer_54,North,Toys,88.29,6,2025-01-13 14:00:00
304,Customer_120,East,Books,87.33,4,2025-01-13 15:00:00
305,Customer_161,West,Electronics,352.7,3,2025-01-13 16:00:00
306,Customer_116,South,Electronics,311.46,3,2025-01-13 17:00:00
307,Customer_75,West,Toys,73.57,6,2025-01-13 18:00:00
308,Customer_113,North,Toys,490.19,8,2025-01-13 19:00:00
309,Customer_104,West,Home,610.74,7,2025-01-13 20:00:00
310,Customer_340,West,Toys,79.13,1,2025-01-13 21:00:00
311,Customer_254,South,Home,87.52,6,2025-01-13 22:00:00
312,Customer_227,East,Electronics,140.9,7,2025-01-13 23:00:00
313,Customer_112,West,Clothing,566.45,7,2025-01-14 00:00:00
314,Customer_99,East,Books,418.01,9,2025-01-14 01:00:00
315,Customer_153,North,Electronics,21.64,5,2025-01-14 02:00:00
316,Customer_349,West,Toys,99.76,1,2025-01-14 03:00:00
317,Customer_384,South,Books,161.21,2,2025-01-14 04:00:00
318,Customer_366,North,Clothing,139.89,4,2025-01-14 05:00:00
319,Customer_338,North,Clothing,43.1,5,2025-01-14 06:00:00
320,Customer_194,South,Home,391.54,9,2025-01-14 07:00:00
321,Customer_310,West,Books,225.98,1,2025-01-14 08:00:00
322,Customer_163,West,Home,363.92,3,2025-01-14 09:00:00
323,Customer_208,North,Electronics,391.47,5,2025-01-14 10:00:00
324,Customer_169,West,Books,275.95,3,2025-01-14 11:00:00
325,Customer_161,East,Electronics,115.68,4,2025-01-14 12:00:00
326,Customer_68,South,Home,188.6,3,2025-01-14 13:00:00
327,Customer_289,East,Books,34.96,4,2025-01-14 14:00:00
328,Customer_398,West,Home,223.95,1,2025-01-14 15:00:00
329,Customer_277,North,Books,39.51,8,2025-01-14 16:00:00
330,Customer_304,South,Home,236.8,4,2025-01-14 17:00:00
331,Customer_384,West,Clothing,52.17,7,2025-01-14 18:00:00
332,Customer_392,West,Home,25.01,2,2025-01-14 19:00:00
333,Customer_135,North,Clothing,36.13,2,2025-01-14 20:00:00
334,Customer_195,North,Home,0.4,6,2025-01-14 21:00:00
335,Customer_128,East,Books,253.69,2,2025-01-14 22:00:00
336,Customer_33,South,Books,263.65,6,2025-01-14 23:00:00
337,Customer_176,South,Books,144.69,2,2025-01-15 00:00:00
338,Customer_371,North,Toys,35.2,4,2025-01-15 01:00:00
339,Customer_375,East,Electronics,17.45,7,2025-01-15 02:00:00
340,Customer_22,South,Books,3.86,8,2025-01-15 03:00:00
341,Customer_238,North,Clothing,36.24,3,2025-01-15 04:00:00
342,Customer_158,West,Books,443.02,9,2025-01-15 05:00:00
343,Customer_38,South,Toys,55.29,2,2025-01-15 06:00:00
344,Customer_230,East,Clothing,87.48,8,2025-01-15 07:00:00
345,Customer_365,East,Toys,22.26,8,2025-01-15 08:00:00
346,Customer_51,East,Clothing,50.3,4,2025-01-15 09:00:00
347,Customer_264,West,Home,146.47,1,2025-01-15 10:00:00
348,Customer_283,South,Electronics,187.17,1,2025-01-15 11:00:00
349,Customer_27,South,Electronics,56.3,2,2025-01-15 12:00:00
350,Customer_226,West,Toys,11.89,9,2025-01-15 13:00:00
351,Customer_277,South,Electronics,99.2,2,2025-01-15 14:00:00
352,Customer_286,West,Toys,53.37,2,2025-01-15 15:00:00
353,Customer_97,West,Toys,49.58,6,2025-01-15 16:00:00
354,Customer_284,West,Toys,643.09,7,2025-01-15 17:00:00
355,Customer_367,East,Electronics,191.58,7,2025-01-15 18:00:00
356,Customer_317,South,Toys,162.78,9,2025-01-15 19:00:00
357,Customer_304,West,Electronics,107.49,6,2025-01-15 20:00:00
358,Customer_147,South,Toys,112.05,8,2025-01-15 21:00:00
359,Customer_4,East,Books,155.7,6,2025-01-15 22:00:00
360,Customer_35,West,Toys,238.43,2,2025-01-15 23:00:00
361,Customer_192,North,Clothing,242.23,1,2025-01-16 00:00:00
362,Customer_49,East,Toys,37.67,5,2025-01-16 01:00:00
363,Customer_17,North,Home,138.67,9,2025-01-16 02:00:00
364,Customer_172,South,Toys,106.19,8,2025-01-16 03:00:00
365,Customer_220,South,Clothing,408.86,4,2025-01-16 04:00:00
366,Customer_158,East,Clothing,199.62,5,2025-01-16 05:00:00
367,Customer_46,South,Electronics,152.07,5,2025-01-16 06:00:00
368,Customer_373,North,Books,24.52,6,2025-01-16 07:00:00
369,Customer_6,West,Toys,186.1,3,2025-01-16 08:00:00
370,Customer_99,West,Electronics,24.93,5,2025-01-16 09:00:00
371,Customer_380,West,Books,82.26,2,2025-01-16 10:00:00
372,Customer_233,East,Toys,30.83,1,2025-01-16 11:00:00
373,Customer_37,South,Home,235.58,1,2025-01-16 12:00:00
374,Customer_280,North,Toys,46.2,7,2025-01-16 13:00:00
375,Customer_349,South,Clothing,99.47,2,2025-01-16 14:00:00
376,Customer_302,South,Clothing,452.05,4,2025-01-16 15:00:00
377,Customer_181,South,Home,45.71,5,2025-01-16 16:00:00
378,Customer_95,West,Electronics,141.78,7,2025-01-16 17:00:00
379,Customer_99,North,Books,108.69,2,2025-01-16 18:00:00
380,Customer_188,North,Toys,3.66,6,2025-01-16 19:00:00
381,Customer_116,South,Clothing,314.77,1,2025-01-16 20:00:00
382,Customer_191,West,Electronics,14.31,7,2025-01-16 21:00:00
383,Customer_253,West,Home,128.59,9,2025-01-16 22:00:00
384,Customer_161,North,Clothing,164.5,5,2025-01-16 23:00:00
385,Customer_256,West,Home,198.0,5,2025-01-17 00:00:00
386,Customer_323,West,Toys,233.36,4,2025-01-17 01:00:00
387,Customer_128,West,Books,58.41,3,2025-01-17 02:00:00
388,Customer_18,East,Clothing,2.01,9,2025-01-17 03:00:00
389,Customer_281,South,Clothing,257.07,5,2025-01-17 04:00:00
390,Customer_223,North,Toys,153.43,8,2025-01-17 05:00:00
391,Customer_54,North,Electronics,361.72,9,2025-01-17 06:00:00
392,Customer_58,East,Books,344.51,5,2025-01-17 07:00:00
393,Customer_323,South,Clothing,370.72,9,2025-01-17 08:00:00
394,Customer_360,North,Books,132.75,2,2025-01-17 09:00:00
395,Customer_174,West,Clothing,81.18,9,2025-01-17 10:00:00
396,Customer_280,North,Books,313.62,4,2025-01-17 11:00:00
397,Customer_114,West,Home,120.04,6,2025-01-17 12:00:00
398,Customer_288,East,Clothing,40.53,6,2025-01-17 13:00:00
399,Customer_342,West,Books,386.17,6,2025-01-17 14:00:00
400,Customer_151,North,Electronics,428.37,2,2025-01-17 15:00:00
401,Customer_127,North,Home,125.59,7,2025-01-17 16:00:00
402,Customer_155,North,Home,15.74,6,2025-01-17 17:00:00
403,Customer_386,East,Electronics,98.15,1,2025-01-17 18:00:00
404,Customer_273,East,Books,325.46,2,2025-01-17 19:00:00
405,Customer_104,South,Toys,464.1,7,2025-01-17 20:00:00
406,Customer_393,North,Electronics,45.5,1,2025-01-17 21:00:00
407,Customer_299,West,Books,13.86,1,2025-01-17 22:00:00
408,Customer_246,East,Electronics,419.68,1,2025-01-17 23:00:00
409,Customer_176,North,Electronics,98.66,8,2025-01-18 00:00:00
410,Customer_39,North,Clothing,156.07,4,2025-01-18 01:00:00
411,Customer_170,East,Books,688.82,4,2025-01-18 02:00:00
412,Customer_247,South,Toys,13.78,2,2025-01-18 03:00:00
413,Customer_26,East,Clothing,209.01,1,2025-01-18 04:00:00
414,Customer_355,East,Electronics,15.4,9,2025-01-18 05:00:00
415,Customer_306,West,Electronics,94.15,7,2025-01-18 06:00:00
416,Customer_13,West,Electronics,325.74,4,2025-01-18 07:00:00
417,Customer_316,South,Books,113.65,6,2025-01-18 08:00:00
418,Customer_391,North,Books,1174.37,2,2025-01-18 09:00:00
419,Customer_313,East,Clothing,163.77,7,2025-01-18 10:00:00
420,Customer_36,South,Toys,77.47,2,2025-01-18 11:00:00
421,Customer_173,West,Clothing,49.72,8,2025-01-18 12:00:00
422,Customer_20,East,Home,86.32,8,2025-01-18 13:00:00
